video_id,title,published_at,view_count,topic_cluster,topic_terms,vader_compound,vader_label,transformer_label,sentiment_agree,sentiment_label,sentiment_compound
SOIzTJ6qfPQ,Did Jason Look Worse In Trailer 1? #gta6 #gtavi - DarkViperAU,2025-06-18 18:00:23,1071309,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9034,negative,neutral,False,negative,-0.9034
xmuz18rj9yM,POV: GTA6 Gets Delayed,2025-06-21 21:21:01,2271054,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4215,negative,negative,True,negative,-0.4215
5ac5Jo4PF3o,gta 7 launch map #gta6 #vicecity,2025-06-28 06:37:19,1485341,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
YJ_BuBPSRlk,The perfect GTA 6 launch day?,2025-06-30 15:28:56,1842589,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8941,positive,positive,True,positive,0.8941
xCHELRzUPLM,GTA 6 IS FINALLY ...,2025-07-06 15:19:46,1855979,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8258,positive,positive,True,positive,0.8258
-SllA4SA7R8,GTA VI DELAYED AGAIN #shorts,2025-07-31 00:36:57,7525919,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8647,negative,negative,True,negative,-0.8647
yQs2VFONK9k,GTA 6 Might be Getting Delayed Again,2025-08-04 00:39:10,3314677,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4215,negative,negative,True,negative,-0.4215
5M9-9h9vcFg,GTA 6 Release Day 🔥,2025-08-15 21:45:02,2647328,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",-0.3182,negative,positive,False,negative,-0.3182
MGy5Zu-QP6o,GTA V - After May 26 2026 😭🥀,2025-08-21 13:28:05,6368823,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8221,positive,neutral,False,positive,0.8221
HEJm-YhTVlc,"GTA 4, GTA 5, GTA 6, GTA 7 Release Dates #gta #gta4 #gta5 #gta6 #gta7",2025-08-25 23:05:29,691349,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",0.0,neutral,neutral,True,neutral,0.0
vDlS6muY6R4,GTA 6 on Every PlayStation Console!,2025-09-06 20:19:34,3266328,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7263,positive,positive,True,positive,0.7263
dWJlC9HNL50,GTA 6 vs GTA 7 Trailer Comparison #gta6 #gta7,2025-09-10 08:54:56,304934,8,"vs, trailer vs, vs gta, comparison, trailer, gta trailer, gta comparison, gta",0.296,positive,neutral,False,positive,0.296
mpNeFT-vAM8,GTA 6 Trailer vs GTA 5 Comparison,2025-09-12 13:15:09,12917250,8,"vs, trailer vs, vs gta, comparison, trailer, gta trailer, gta comparison, gta",0.5622,positive,neutral,False,positive,0.5622
0bZcTRFXHOA,GTA 6 Leaked Gameplay Shorts | First Look 2025,2025-09-13 09:36:34,178494,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.3382,negative,positive,False,negative,-0.3382
qr5tDf88cUo,What Happen To GTA Online After GTA6 Release #shorts,2025-09-14 05:00:52,2097202,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
n5U51oHhlpI,GTA 6 Dancing Looks TOO Real |  Nightclubs Will Blow Your Mind,2025-09-14 12:21:03,8637189,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7424,positive,positive,True,positive,0.7424
e2KPZm3K-h8,GTA 7 Release Date Out! 😲 GTA 6 Se Pehle! #gta6 #gta7 #gaming,2025-09-15 11:49:38,1587198,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7482,positive,neutral,False,positive,0.7482
HcDe9AeR8nk,5 GTA 6 Trailer 2 Mistakes You Missed,2025-09-15 20:15:22,621791,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7845,negative,neutral,False,negative,-0.7845
DZeCd9m-Fnc,GTA 5 vs GTA 6 – The Ultimate Comparison 🔥,2025-09-29 13:15:02,6361358,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",-0.5052,negative,positive,False,negative,-0.5052
_s66bsv4kGA,Trailer 1 VS Trailer 2 #GTA6,2025-10-05 22:04:03,68936,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6369,positive,positive,True,positive,0.6369
vRouo1agpPM,GTA6 box art REVEALED ...by us?! #gta #gta6 #podcast #gaming #gta5 #gtav #gtaonline #rockstargames,2025-10-09 16:53:29,4457,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
WqHqy5EHdHI,grand theft auto Vi logo acrylic color paint art dual color combo 🌟 #gta6 #gta,2025-10-10 06:04:29,47204,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7184,positive,neutral,False,positive,0.7184
dShzOTXnxqE,I PLAYED GTA 6 FANMADES,2025-10-25 09:24:25,14163882,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.901,positive,positive,True,positive,0.901
jnKDWoDe_Uo,Techno Gamerz Playing GTA 6! 😱🔥 | Epic Gameplay Reveal #shorts 😱#gamer  @TechnoGamerzOfficial,2025-10-26 06:30:23,1576508,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9864,negative,positive,False,negative,-0.9864
cvFBUSTKhrc,GTA 6’s Launch Day Will Be a Massive Headache… #gaming,2025-10-26 12:09:23,286889,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,negative,False,neutral,0.0
wvtTHrlu3ck,GTA 6’s Release Date Might Change 👀 May 2026 Isn’t Final | Rockstar Delay Rumors #GTA6 #gaming,2025-10-29 17:20:07,3950,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8466,negative,neutral,False,negative,-0.8466
fR0W0hKEO-E,Big Update On GTA6 Delay Fans Are Angry #shorts,2025-10-30 05:00:58,170635,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9413,negative,negative,True,negative,-0.9413
iXRWQH5VmOs,GTA 6 DELAYED UNTIL NOVEMBER 2026 (Reaction),2025-11-06 21:47:15,23095,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.5371,negative,negative,True,negative,-0.5371
3B44qhd8UZE,GTA 6 was delayed to November 2026,2025-11-06 21:56:58,14888,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4215,negative,negative,True,negative,-0.4215
wQB2kN495ls,GTA 6 Has Been Officially Delayed… Again,2025-11-06 22:00:54,210133,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",0.8253,positive,neutral,False,positive,0.8253
xLSndGFVxw8,"GTA 6 Delayed Again To November 19, 2026",2025-11-06 22:10:52,5918,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.34,negative,neutral,False,negative,-0.34
yX5W309C71I,iShowSpeed Reacts To GTA 6 Getting Delayed..,2025-11-06 22:36:07,501229,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.2462,negative,neutral,False,negative,-0.2462
nSOxwpvusLY,GTA 6 Delayed AGAIN 😭,2025-11-06 22:58:12,4721462,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8402,negative,negative,True,negative,-0.8402
NE_fRwZxpY8,GTA 6 Delayed To November 2026 - Luke Reacts,2025-11-06 23:30:08,131506,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.5242,negative,neutral,False,negative,-0.5242
DmQMUN4dV_4,Rockstar KEEPS PLAYING WITH OUR EMOTIONS!! GTA 6 Delayed...AGAIN,2025-11-07 00:01:13,33678,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8092,positive,negative,False,positive,0.8092
jG3dS1c6QE4,GTA 6 Is Delayed AGAIN To November 2026…,2025-11-07 00:37:15,123271,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",0.8271,positive,neutral,False,positive,0.8271
-gBlOu3k17s,"GTA 6 DELAYED, CRASHOUT STREAM",2025-11-07 01:07:23,160383,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4707,negative,neutral,False,negative,-0.4707
GgacR6UtNGE,GTA 6 delayed again😭,2025-11-07 02:07:53,2005534,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8402,negative,negative,True,negative,-0.8402
WdvfseY02dM,GTA 6 DELAYED AGAIIIINNNNNN!!!!! Aye Uthale Re Baba 😭😭😭😭😭😭,2025-11-07 05:52:11,96044,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.9921,negative,negative,True,negative,-0.9921
eYpqegM1_W4,"WORST NEWS….GTA 6 Delayed Again, But Why? 😭 | Real Reasons | Rockstar in Huge Trouble 😱 | GTA Recap",2025-11-07 14:49:21,183386,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9917,negative,negative,True,negative,-0.9917
iMwn9tGCFYM,GTA 6 IS DELAYED AGAIN,2025-11-07 22:52:31,404361,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.6447,negative,negative,True,negative,-0.6447
sTJ9Ofr6lj0,GTA fans after hearing GRAND THEFT AUTO 6 was Delayed AGAIN!,2025-11-08 19:48:41,273621,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6542,positive,negative,False,positive,0.6542
2q4NtELFVDY,REAL Reason GTA 6 Got Delayed (Nobody’s Talking About This),2025-11-09 15:19:29,79167,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8268,negative,neutral,False,negative,-0.8268
HYKUArt7czs,GTA6 Delayed until Nov 2026 - GTA VI O'clock - Episode 97,2025-11-12 19:41:59,15551,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8336,negative,neutral,False,negative,-0.8336
qeI_8T7fFZU,The Reason GTA 6 Got Delayed,2025-11-12 20:00:07,635808,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4753,negative,neutral,False,negative,-0.4753
Tz79pgnLpCE,GTA 6 in 2026 (maybe),2025-11-13 11:09:23,2198352,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5696,positive,neutral,False,positive,0.5696
ONt_dcjOnXA,11 Years Passed & GTA 6 Is Still Getting DELAYED! WHY? #shorts,2025-11-16 00:30:19,10318249,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4266,negative,negative,True,negative,-0.4266
X4DMTiT9eTM,Grand Theft Auto VI Trailer 1 in 4k 60fps with AI,2025-11-17 22:04:20,52072,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8074,positive,neutral,False,positive,0.8074
TLxo7oKUFuc,Is GTA VI Still Coming in 2026? The Truth Behind Rockstar’s Delay,2025-11-19 05:30:14,20732,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9003,positive,neutral,False,positive,0.9003
E08lIsyoePc,When GTA 6 Finally Comes Out...,2025-11-29 14:00:33,2374509,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",0.9112,positive,positive,True,positive,0.9112
miOw6e89De0,Why GTA 6 will suck.,2026-01-30 16:06:37,2226607,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7003,negative,negative,True,negative,-0.7003
g1Z4s2m8qGk,Why GTA 6 is Delayed?,2026-02-03 05:41:02,983585,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",0.9301,positive,positive,True,positive,0.9301
2QQnX0lXOn4,"GTA 6 Release Date Is On Track According To Take Two, So Is November REALLY Locked In?",2026-02-05 09:30:00,18688,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6327,positive,neutral,False,positive,0.6327
TCFAHjUFwgY,GTA 6 FINALLY Has a Release Date! Everything We Know So Far,2026-03-10 19:44:11,1942,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",0.3786,positive,positive,True,positive,0.3786
zWWtOGWMhM8,GTA 6 DELAYED AGAIN!?!?! #gta6 #gta6delay #rockstar #gaming,2026-04-01 05:37:46,34138,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8123,negative,neutral,False,negative,-0.8123
4fM1kckTKao,GTA 6 Leaked Copy - GTA VI PS5 Disc Unboxing & Gameplay 😱,2026-04-01 06:20:19,81586,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9678,negative,neutral,False,negative,-0.9678
ylmbmHqBXt4,GTA 6 Cover Art Might Be Closer Than We Think,2026-04-05 15:30:26,3695,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7227,positive,neutral,False,positive,0.7227
LX9eyNB7RUU,GTA 6 to be Delayed again? 😳,2026-04-13 11:30:16,173740,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.7929,negative,negative,True,negative,-0.7929
gkmyVnXea4s,Grand Theft Auto VI - Trailer 2 in 8K 60 FPS,2026-04-17 17:08:00,203694,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8402,negative,neutral,False,negative,-0.8402
5fW71bKETJE,"Looking Back at GTA 6 Trailer 2, 1 Year Later...",2026-05-07 10:45:37,287421,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4135,positive,positive,True,positive,0.4135
V8J3ct2jmqY,GTA 6 Release Date is LOCKED?!😱🔒,2026-05-13 09:00:39,478893,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4843,negative,neutral,False,negative,-0.4843
wCAKVSKm0-A,GTA 6 Is Officially Being Delayed Again…,2026-05-20 19:33:29,367588,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4215,negative,negative,True,negative,-0.4215
P5XfXNXL07U,GTA 6 Delays?!,2026-05-23 13:11:24,96410,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",0.0,neutral,negative,False,neutral,0.0
p7h8L77alns,GTA6 would have launched TODAY 😭,2026-05-26 17:16:53,938316,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.6369,negative,positive,False,negative,-0.6369
6N9GqSmq64E,GTA 6 Delayed Until 2027?! 😭,2026-06-12 19:21:26,110626,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8327,negative,negative,True,negative,-0.8327
EiQEBYDox_k,Grand Theft Auto VI: Official Cover Art Reveal,2026-06-18 13:03:29,15288030,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
INjHGpMRjRA,Grand Theft Auto VI: Official Cover Art Reveal,2026-06-18 13:04:25,4303572,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
evtZ-L7FIbw,Grand Theft Auto VI: Official Cover Art Reveal,2026-06-18 13:09:33,113354,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
1_mms8G8Cbc,Grand Theft Auto VI: Revelação da arte de capa oficial,2026-06-18 13:16:43,137275,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
gqxcFuZ--Xk,Grand Theft Auto VI: Enthüllung des offiziellen Cover-Artworks,2026-06-18 13:19:42,40852,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
_WsbjXoiVe0,GTA 6 Pre Orders & Cover Art!,2026-06-18 13:33:59,70582,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.6981,positive,positive,True,positive,0.6981
TBZbweV3hZg,GRAND THEFT AUTO 6 Official Cover Art Reveal REACTION!,2026-06-18 13:41:41,7221,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.9569,positive,positive,True,positive,0.9569
aonTwBM1AZM,GTA 6 - Official Main Theme Music,2026-06-18 13:48:14,1739579,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4588,positive,neutral,False,positive,0.4588
D7Oq4X9JXoU,GTA 6 Cover Art Reveal & Pre-Orders,2026-06-18 14:04:34,70889,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.0,neutral,neutral,True,neutral,0.0
vwnGaNxNbdM,GTA 6 PREORDERS AND COVER ART IS OUT!,2026-06-18 14:24:08,89304,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.9689,positive,positive,True,positive,0.9689
vuA76euEkp4,GTA 6 Cover Art Analysis,2026-06-18 14:25:44,6997,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.5023,positive,neutral,False,positive,0.5023
7bHagE-5dAc,GTA 6 Cover Art REVEALS New Character,2026-06-18 14:38:05,38931,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.0,neutral,neutral,True,neutral,0.0
V-y3RkN_42s,GTA 6 – OFFICIAL MAIN THEME & OFFICIAL COVER ART,2026-06-18 14:39:01,6333,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8481,positive,positive,True,positive,0.8481
0FH3teEpgs4,10 Things You MISSED In GTA 6's OFFICIAL Cover Art Reveal!,2026-06-18 15:00:26,22643,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6974,positive,neutral,False,positive,0.6974
3uYHVAs3DeE,GTA 6 Official Cover Art & Pre Orders REVEALED..,2026-06-18 15:03:25,291876,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.5093,positive,positive,True,positive,0.5093
VD8cHPoI8-o,"OFFICIAL: GTA 6 Pre-Orders Go Live June 25, Cover Art Reveal, New Screenshot, Main Theme Reveal",2026-06-18 15:19:57,282932,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.7506,positive,positive,True,positive,0.7506
PzsPzEddpxU,GTA 6 Cover Girl Revel? #gta #gta6 #gta6trailer #rockstargames,2026-06-18 15:41:38,1068096,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9238,positive,positive,True,positive,0.9238
gWtu1vHaY58,GTA 6 PRE-ORDERS ARE HERE! BREAKING DOWN NEW COVER ART!,2026-06-18 16:27:44,167387,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.9689,positive,positive,True,positive,0.9689
9I-LaTDsttE,GTA 6 Theme Song (Possible) – Cover Art Reveal Theme (Extended),2026-06-18 17:05:35,96220,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7783,positive,neutral,False,positive,0.7783
ECkiFF_UORs,Youtubers and Streamers React To GTA 6 Official Cover Art Reveal | IT'S OFFICIAL!,2026-06-18 17:22:12,57805,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6219,positive,positive,True,positive,0.6219
LIoI8fTuv9Q,GTA 6 Cover Art and Pre-Orders 🔥 #gta6 #gta #rockstargames #skit,2026-06-18 17:40:03,126243,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",-0.5859,negative,positive,False,negative,-0.5859
RyC5jexDH8Y,GTA 6 official cover art is UNREAL 😭 #gta6 #gta6trailer #grandtheftauto #rockstargames,2026-06-18 18:48:29,31971,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",-0.8519,negative,positive,False,negative,-0.8519
Plj61Q6XtUM,*ALL* GTA 6 Pre Order Bundles & Prices!,2026-06-18 19:16:15,69124,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.555,positive,neutral,False,positive,0.555
dXeIRwV9AeE,GTA 6 Pre-Orders Are Here 😍 New Gameplay [Explained],2026-06-18 19:31:45,64460,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.7184,positive,positive,True,positive,0.7184
rgF56tLoLYo,Grand Theft Auto VI: GUITAR COVER Art Reveal Song,2026-06-18 21:40:36,33406,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8455,positive,neutral,False,positive,0.8455
vpiVQXKnYLk,GTA 6 had its cover art reveal,2026-06-18 23:21:06,1337942,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.0,neutral,positive,False,neutral,0.0
FrgxOMVo3rs,GTA 6 Cover Art & Pre-Order Reaction!,2026-06-19 02:50:39,199481,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.7896,positive,positive,True,positive,0.7896
A6yBHO2rXW4,GTA 6 Priced At $100? Cover Art Is Here! Eating the GTA crumbs with chat,2026-06-19 03:46:29,14132,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
JgpCm5OefmA,GTA 6 Is Finally Happening *POSTER Revealed* + Price Reveal?,2026-06-19 08:52:14,7772,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.3187,negative,positive,False,negative,-0.3187
Sb2pukhFaTs,Every Detail in the GTA 6 Cover Art Explained,2026-06-19 09:08:05,75492,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4767,positive,neutral,False,positive,0.4767
M8k2ZXe5Rb8,GTA 6's Cover Art Has Me Concerned...,2026-06-19 11:58:52,23434,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",0.4215,positive,neutral,False,positive,0.4215
XE-LkW-lAgc,GTA 6 Cover Breakdown | Easter Eggs & New Artwork ,2026-06-19 19:13:47,11665,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8858,positive,neutral,False,positive,0.8858
wzFW9XZf6pA,An Unhealthy Amount of Time Spent Analyzing the GTA 6 Footage & Box Art,2026-06-20 02:57:08,370204,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.1027,negative,neutral,False,negative,-0.1027
kyLm8WwIq2c,GTA VI Theme Cover?,2026-06-20 14:21:31,116096,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
HsccXR0A7kU,HIDDEN Details in the GTA 6 Cover Art 😱,2026-06-20 15:17:34,993981,3,"cover art, art, cover, gta cover, pre orders, orders, pre, gta",-0.891,negative,neutral,False,negative,-0.891
xeuk0QuxOEQ,New GTA 6 Cover Art Girl,2026-06-20 21:30:02,1524299,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8126,positive,positive,True,positive,0.8126
NZmX__FvuLQ,People Are Starting To Believe GTA 6 Is Going To Be Delayed Again…,2026-06-20 22:47:25,268898,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.4215,negative,negative,True,negative,-0.4215
aO_ZjJyUZ6M,My Honest Reaction to GTA 6’s Cover Art,2026-06-22 19:23:43,17847,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.872,positive,neutral,False,positive,0.872
Z2bJwEtOvmU,When GTA 6 Drops...,2026-06-23 13:48:41,97293,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9231,negative,positive,False,negative,-0.9231
b6Fvts8yhCE,Preordering GTA 6 Feels Kinda Pointless... #gaming,2026-06-23 14:42:40,809013,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,negative,False,neutral,0.0
Sr4PGASpjvo,Do NOT Pre Order GTA 6...,2026-06-23 15:00:35,1948804,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.0,neutral,negative,False,neutral,0.0
bq2Nj4rrF7k,What Day 1 of GTA 6's Launch Will Really Look Like!?,2026-06-23 15:30:13,269214,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.2521,negative,neutral,False,negative,-0.2521
ZWkFWL8HYv8,"OFFICIAL: GTA 6 Pre-Orders Go Live at Midnight! $100 Ultimate Edition, New Screenshots & more",2026-06-24 12:04:02,456848,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.7896,positive,positive,True,positive,0.7896
i_kzizo4bNU,How to pre-order GTA 6 on PS5,2026-06-24 12:52:47,6799,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.3818,positive,neutral,False,positive,0.3818
8czBORBLFZQ,How to get Ready for GTA 6 Pre Order Day,2026-06-24 13:18:25,3768991,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6124,positive,neutral,False,positive,0.6124
khcSJhh7XLM,GTA 6 Pre-Orders Are FINALLY Here! 😱 I Bought The $100 Ultimate Edition,2026-06-24 13:30:09,65755,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",-0.9039,negative,positive,False,negative,-0.9039
U016FTHT804,"GTA 6 NEWS - Pre-orders LIVE, Ultimate Edition & Physical Copy!?",2026-06-24 14:29:32,208905,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4261,positive,positive,True,positive,0.4261
39TM6jFR3YE,Who Is The GTA 6 Cover Girl? #funfact,2026-06-24 16:00:11,7799713,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
wQ1KM1_Sbmk,GTA 6 Price & Ultimate Edition REVEALED,2026-06-24 16:45:07,858953,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.765,positive,positive,True,positive,0.765
2FYJOp8fFEY,Here we goo dostoo gta 6 finally pre order in india started❤️❤️❤️ #gtaworld #gtamemes #ron9ie,2026-06-24 18:54:37,1281518,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,positive,False,neutral,0.0
_2j2oKhHlzM,GTA 6 Preorder Live Tamil Gaming,2026-06-24 19:45:58,81522,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4442,positive,neutral,False,positive,0.4442
